# x_m,y_m,w_tr_right_m,w_tr_left_m
1.5363,-29.7096,0.6868,0.6868
1.6322,-29.8054,0.7323,0.7323
1.6322,-29.9013,0.6868,0.6868
1.7280,-29.9971,0.7323,0.7323
1.7280,-30.0930,0.6868,0.6868
1.8239,-30.1888,0.7323,0.7323
1.8239,-30.2847,0.6868,0.6868
1.9197,-30.3805,0.7323,0.7323
1.9197,-30.4764,0.6868,0.6868
2.0156,-30.5722,0.7323,0.7323
2.1114,-30.6681,0.7323,0.7323
2.1114,-30.7639,0.7189,0.7189
2.2073,-30.8598,0.7323,0.7323
2.2073,-30.9556,0.6868,0.6868
2.3031,-31.0515,0.7323,0.7323
2.3031,-31.1473,0.6868,0.6868
2.3990,-31.2432,0.7323,0.7323
2.4948,-31.3390,0.7323,0.7323
2.4948,-31.4349,0.7189,0.7189
2.5907,-31.5307,0.7368,0.7368
2.6865,-31.6266,0.7189,0.7189
2.6865,-31.7224,0.7189,0.7189
2.7824,-31.8183,0.7368,0.7368
2.8782,-31.9141,0.7189,0.7189
2.8782,-32.0100,0.7189,0.7189
2.9741,-32.1058,0.7368,0.7368
3.0699,-32.2017,0.7189,0.7189
3.0699,-32.2975,0.7189,0.7189
3.1658,-32.3934,0.7189,0.7189
3.2616,-32.4892,0.7368,0.7368
3.3575,-32.5851,0.7189,0.7189
3.3575,-32.6809,0.7189,0.7189
3.4533,-32.7768,0.7189,0.7189
3.5492,-32.8726,0.7189,0.7189
3.6450,-32.9685,0.7189,0.7189
3.6450,-33.0643,0.6868,0.6868
3.7409,-33.1602,0.7189,0.7189
3.8367,-33.2560,0.7189,0.7189
3.9326,-33.3519,0.7189,0.7189
4.0284,-33.4477,0.7189,0.7189
4.1243,-33.5436,0.7189,0.7189
4.2201,-33.6394,0.7368,0.7368
4.3160,-33.7353,0.7716,0.7716
4.4118,-33.8311,0.7844,0.7844
4.5077,-33.9270,0.7844,0.7844
4.6035,-34.0228,0.7844,0.7844
4.6994,-34.1187,0.7716,0.7716
4.7952,-34.2145,0.7368,0.7368
4.8911,-34.3104,0.7189,0.7189
4.9869,-34.4062,0.7189,0.7189
5.0828,-34.5021,0.7189,0.7189
5.1786,-34.5979,0.7189,0.7189
5.2745,-34.6938,0.7189,0.7189
5.3703,-34.6938,0.7189,0.7189
5.4662,-34.7896,0.7368,0.7368
5.5620,-34.8855,0.7189,0.7189
5.6579,-34.9813,0.7189,0.7189
5.7537,-35.0772,0.7189,0.7189
5.8496,-35.0772,0.7189,0.7189
5.9454,-35.1730,0.7368,0.7368
6.0413,-35.2689,0.7189,0.7189
6.1371,-35.2689,0.7189,0.7189
6.2330,-35.3647,0.7368,0.7368
6.3288,-35.4606,0.7189,0.7189
6.4247,-35.4606,0.7189,0.7189
6.5205,-35.5564,0.7368,0.7368
6.6164,-35.6523,0.7189,0.7189
6.7122,-35.6523,0.7189,0.7189
6.8081,-35.7481,0.7368,0.7368
6.9039,-35.8440,0.7189,0.7189
6.9998,-35.8440,0.7323,0.7323
7.0956,-35.9398,0.7323,0.7323
7.1915,-36.0357,0.6868,0.6868
7.2873,-36.0357,0.7323,0.7323
7.3832,-36.1315,0.6868,0.6868
7.4790,-36.1315,0.7323,0.7323
7.5749,-36.2274,0.6868,0.6868
7.6707,-36.2274,0.7323,0.7323
7.7666,-36.3232,0.6868,0.6868
7.8624,-36.3232,0.7323,0.7323
7.9583,-36.3232,0.6868,0.6868
8.0541,-36.4191,0.7323,0.7323
8.1500,-36.4191,0.7007,0.7007
8.2458,-36.5149,0.7323,0.7323
8.3417,-36.5149,0.7323,0.7323
8.4375,-36.6108,0.7007,0.7007
8.5334,-36.6108,0.7323,0.7323
8.6292,-36.6108,0.7007,0.7007
8.7251,-36.7066,0.7323,0.7323
8.8209,-36.7066,0.7323,0.7323
8.9168,-36.7066,0.7007,0.7007
9.0126,-36.8025,0.7323,0.7323
9.1085,-36.8025,0.7323,0.7323
9.2043,-36.8025,0.7007,0.7007
9.3002,-36.8983,0.7323,0.7323
9.3960,-36.8983,0.7323,0.7323
9.4919,-36.8983,0.7007,0.7007
9.5877,-36.9942,0.7007,0.7007
9.6836,-36.9942,0.7323,0.7323
9.7794,-36.9942,0.7323,0.7323
9.8753,-37.0900,0.6775,0.6775
9.9711,-37.0900,0.7007,0.7007
10.0670,-37.0900,0.7323,0.7323
10.1628,-37.0900,0.7544,0.7544
10.2587,-37.0900,0.7323,0.7323
10.3545,-37.0900,0.7007,0.7007
10.4504,-37.0900,0.6775,0.6775
10.5462,-37.0900,0.6633,0.6633
10.6421,-37.0900,0.6585,0.6585
10.7379,-37.1859,0.7544,0.7544
10.8338,-37.1859,0.7544,0.7544
10.9296,-37.1859,0.7544,0.7544
11.0255,-37.1859,0.7544,0.7544
11.1213,-37.1859,0.7544,0.7544
11.2172,-37.1859,0.7544,0.7544
11.3130,-37.1859,0.7544,0.7544
11.4089,-37.1859,0.7544,0.7544
11.5047,-37.1859,0.7544,0.7544
11.6006,-37.1859,0.7544,0.7544
11.6964,-37.1859,0.7544,0.7544
11.7923,-37.1859,0.7544,0.7544
11.8881,-37.0900,0.6585,0.6585
11.9840,-37.0900,0.6585,0.6585
12.0798,-37.0900,0.6633,0.6633
12.1757,-37.0900,0.6775,0.6775
12.2715,-37.0900,0.7007,0.7007
12.3674,-37.0900,0.7323,0.7323
12.4632,-37.0900,0.7323,0.7323
12.5591,-37.0900,0.7007,0.7007
12.6549,-36.9942,0.7007,0.7007
12.7508,-36.9942,0.7323,0.7323
12.8466,-36.9942,0.7323,0.7323
12.9425,-36.8983,0.7007,0.7007
13.0383,-36.8983,0.7323,0.7323
13.1342,-36.8983,0.7323,0.7323
13.2300,-36.8025,0.7007,0.7007
13.3259,-36.8025,0.7323,0.7323
13.4217,-36.8025,0.7323,0.7323
13.5176,-36.7066,0.7007,0.7007
13.6134,-36.7066,0.7323,0.7323
13.7093,-36.6108,0.6868,0.6868
13.8051,-36.6108,0.7323,0.7323
13.9010,-36.6108,0.6868,0.6868
13.9968,-36.5149,0.7323,0.7323
14.0927,-36.5149,0.6868,0.6868
14.1885,-36.4191,0.7323,0.7323
14.2844,-36.4191,0.6868,0.6868
14.3802,-36.3232,0.7323,0.7323
14.4761,-36.2274,0.7189,0.7189
14.5719,-36.2274,0.7189,0.7189
14.6678,-36.1315,0.7368,0.7368
14.7636,-36.0357,0.7189,0.7189
14.8595,-36.0357,0.7189,0.7189
14.9553,-35.9398,0.7368,0.7368
15.0512,-35.8440,0.7189,0.7189
15.1470,-35.7481,0.7189,0.7189
15.2429,-35.7481,0.7189,0.7189
15.3387,-35.6523,0.7368,0.7368
15.4346,-35.5564,0.7189,0.7189
15.5304,-35.4606,0.7189,0.7189
15.6263,-35.3647,0.7189,0.7189
15.7221,-35.2689,0.7189,0.7189
15.8180,-35.1730,0.7189,0.7189
15.9138,-35.0772,0.7189,0.7189
16.0097,-34.9813,0.7189,0.7189
16.1055,-34.8855,0.7189,0.7189
16.2014,-34.7896,0.7189,0.7189
16.2972,-34.6938,0.7189,0.7189
16.3931,-34.5979,0.7189,0.7189
16.3931,-34.5021,0.7189,0.7189
16.4889,-34.4062,0.7189,0.7189
16.5848,-34.3104,0.7368,0.7368
16.6806,-34.2145,0.7189,0.7189
16.6806,-34.1187,0.7189,0.7189
16.7765,-34.0228,0.7323,0.7323
16.7765,-33.9270,0.6868,0.6868
16.8723,-33.8311,0.7323,0.7323
16.8723,-33.7353,0.6868,0.6868
16.9682,-33.6394,0.7323,0.7323
16.9682,-33.5436,0.6868,0.6868
17.0640,-33.4477,0.7323,0.7323
17.0640,-33.3519,0.6868,0.6868
17.1599,-33.2560,0.7323,0.7323
17.1599,-33.1602,0.7007,0.7007
17.1599,-33.0643,0.6775,0.6775
17.2557,-32.9685,0.7323,0.7323
17.2557,-32.8726,0.7007,0.7007
17.2557,-32.7768,0.6775,0.6775
17.2557,-32.6809,0.6633,0.6633
17.2557,-32.5851,0.6440,0.6440
17.3516,-32.4892,0.7007,0.7007
17.3516,-32.3934,0.6775,0.6775
17.3516,-32.2975,0.6633,0.6633
17.3516,-32.2017,0.6585,0.6585
17.4474,-32.1058,0.7544,0.7544
17.4474,-32.0100,0.7323,0.7323
17.4474,-31.9141,0.7007,0.7007
17.4474,-31.8183,0.6775,0.6775
17.5433,-31.7224,0.7323,0.7323
17.5433,-31.6266,0.7544,0.7544
17.5433,-31.5307,0.7544,0.7544
17.5433,-31.4349,0.7544,0.7544
17.5433,-31.3390,0.7544,0.7544
17.5433,-31.2432,0.7323,0.7323
17.5433,-31.1473,0.7007,0.7007
17.6391,-31.0515,0.7007,0.7007
17.6391,-30.9556,0.7323,0.7323
17.6391,-30.8598,0.7544,0.7544
17.6391,-30.7639,0.7544,0.7544
17.6391,-30.6681,0.7544,0.7544
17.6391,-30.5722,0.7544,0.7544
17.6391,-30.4764,0.7323,0.7323
17.6391,-30.3805,0.7007,0.7007
17.6391,-30.2847,0.6775,0.6775
17.6391,-30.1888,0.6633,0.6633
17.7350,-30.0930,0.7544,0.7544
17.7350,-29.9971,0.7544,0.7544
17.7350,-29.9013,0.7544,0.7544
17.7350,-29.8054,0.7544,0.7544
17.7350,-29.7096,0.7544,0.7544
17.7350,-29.6137,0.7544,0.7544
17.7350,-29.5179,0.7323,0.7323
17.7350,-29.4220,0.7007,0.7007
17.7350,-29.3262,0.6775,0.6775
17.7350,-29.2303,0.6633,0.6633
17.8308,-29.1345,0.7544,0.7544
17.8308,-29.0386,0.7544,0.7544
17.8308,-28.9428,0.7544,0.7544
17.8308,-28.8469,0.7544,0.7544
17.8308,-28.7511,0.7544,0.7544
17.8308,-28.6552,0.7544,0.7544
17.8308,-28.5594,0.7323,0.7323
17.8308,-28.4635,0.7007,0.7007
17.8308,-28.3677,0.6775,0.6775
17.8308,-28.2718,0.6633,0.6633
17.9267,-28.1760,0.7544,0.7544
17.9267,-28.0801,0.7544,0.7544
17.9267,-27.9843,0.7544,0.7544
17.9267,-27.8884,0.7544,0.7544
17.9267,-27.7926,0.7544,0.7544
17.9267,-27.6967,0.7544,0.7544
17.9267,-27.6009,0.7323,0.7323
17.9267,-27.5050,0.7007,0.7007
17.9267,-27.4092,0.6775,0.6775
17.9267,-27.3133,0.6633,0.6633
18.0225,-27.2175,0.7544,0.7544
18.0225,-27.1216,0.7544,0.7544
18.0225,-27.0258,0.7544,0.7544
18.0225,-26.9299,0.7544,0.7544
18.0225,-26.8341,0.7544,0.7544
18.0225,-26.7382,0.7544,0.7544
18.0225,-26.6424,0.7323,0.7323
18.0225,-26.5465,0.7007,0.7007
18.0225,-26.4507,0.6775,0.6775
18.0225,-26.3548,0.6633,0.6633
18.1184,-26.2590,0.7544,0.7544
18.1184,-26.1631,0.7544,0.7544
18.1184,-26.0673,0.7544,0.7544
18.1184,-25.9714,0.7544,0.7544
18.1184,-25.8756,0.7544,0.7544
18.1184,-25.7797,0.7544,0.7544
18.1184,-25.6839,0.7323,0.7323
18.1184,-25.5880,0.7007,0.7007
18.1184,-25.4922,0.6775,0.6775
18.1184,-25.3963,0.6633,0.6633
18.2142,-25.3005,0.7544,0.7544
18.2142,-25.2046,0.7544,0.7544
18.2142,-25.1088,0.7544,0.7544
18.2142,-25.0129,0.7544,0.7544
18.2142,-24.9171,0.7544,0.7544
18.2142,-24.8212,0.7544,0.7544
18.2142,-24.7254,0.7323,0.7323
18.2142,-24.6295,0.7007,0.7007
18.2142,-24.5337,0.6775,0.6775
18.2142,-24.4378,0.6633,0.6633
18.3101,-24.3420,0.7544,0.7544
18.3101,-24.2461,0.7544,0.7544
18.3101,-24.1503,0.7544,0.7544
18.3101,-24.0544,0.7544,0.7544
18.3101,-23.9586,0.7544,0.7544
18.3101,-23.8627,0.7544,0.7544
18.3101,-23.7669,0.7323,0.7323
18.3101,-23.6710,0.7007,0.7007
18.3101,-23.5752,0.6775,0.6775
18.3101,-23.4793,0.6633,0.6633
18.4059,-23.3835,0.7544,0.7544
18.4059,-23.2876,0.7544,0.7544
18.4059,-23.1918,0.7544,0.7544
18.4059,-23.0959,0.7544,0.7544
18.4059,-23.0001,0.7544,0.7544
18.4059,-22.9042,0.7544,0.7544
18.4059,-22.8084,0.7323,0.7323
18.4059,-22.7125,0.7007,0.7007
18.4059,-22.6167,0.6775,0.6775
18.4059,-22.5208,0.6633,0.6633
18.5018,-22.4250,0.7544,0.7544
18.5018,-22.3291,0.7544,0.7544
18.5018,-22.2333,0.7544,0.7544
18.5018,-22.1374,0.7544,0.7544
18.5018,-22.0416,0.7544,0.7544
18.5018,-21.9457,0.7544,0.7544
18.5018,-21.8499,0.7323,0.7323
18.5018,-21.7540,0.7007,0.7007
18.5018,-21.6582,0.6775,0.6775
18.5018,-21.5623,0.6633,0.6633
18.5976,-21.4665,0.7544,0.7544
18.5976,-21.3706,0.7544,0.7544
18.5976,-21.2748,0.7544,0.7544
18.5976,-21.1789,0.7544,0.7544
18.5976,-21.0831,0.7544,0.7544
18.5976,-20.9872,0.7544,0.7544
18.5976,-20.8914,0.7323,0.7323
18.5976,-20.7955,0.7007,0.7007
18.5976,-20.6997,0.6775,0.6775
18.5976,-20.6038,0.6633,0.6633
18.6935,-20.5080,0.7544,0.7544
18.6935,-20.4121,0.7544,0.7544
18.6935,-20.3163,0.7544,0.7544
18.6935,-20.2204,0.7544,0.7544
18.6935,-20.1246,0.7544,0.7544
18.6935,-20.0287,0.7544,0.7544
18.6935,-19.9329,0.7323,0.7323
18.6935,-19.8370,0.7007,0.7007
18.6935,-19.7412,0.6775,0.6775
18.6935,-19.6453,0.6633,0.6633
18.7893,-19.5495,0.7544,0.7544
18.7893,-19.4536,0.7544,0.7544
18.7893,-19.3578,0.7544,0.7544
18.7893,-19.2619,0.7544,0.7544
18.7893,-19.1661,0.7544,0.7544
18.7893,-19.0702,0.7544,0.7544
18.7893,-18.9744,0.7323,0.7323
18.7893,-18.8785,0.7007,0.7007
18.7893,-18.7827,0.6775,0.6775
18.7893,-18.6868,0.6633,0.6633
18.8852,-18.5910,0.7544,0.7544
18.8852,-18.4951,0.7544,0.7544
18.8852,-18.3993,0.7544,0.7544
18.8852,-18.3034,0.7544,0.7544
18.8852,-18.2076,0.7544,0.7544
18.8852,-18.1117,0.7544,0.7544
18.8852,-18.0159,0.7323,0.7323
18.8852,-17.9200,0.7007,0.7007
18.8852,-17.8242,0.6775,0.6775
18.8852,-17.7283,0.6633,0.6633
18.9810,-17.6325,0.7544,0.7544
18.9810,-17.5366,0.7544,0.7544
18.9810,-17.4408,0.7544,0.7544
18.9810,-17.3449,0.7544,0.7544
18.9810,-17.2491,0.7544,0.7544
18.9810,-17.1532,0.7544,0.7544
18.9810,-17.0574,0.7323,0.7323
18.9810,-16.9615,0.7007,0.7007
18.9810,-16.8657,0.6775,0.6775
18.9810,-16.7698,0.6633,0.6633
19.0769,-16.6740,0.7544,0.7544
19.0769,-16.5781,0.7544,0.7544
19.0769,-16.4823,0.7544,0.7544
19.0769,-16.3864,0.7544,0.7544
19.0769,-16.2906,0.7544,0.7544
19.0769,-16.1947,0.7544,0.7544
19.0769,-16.0989,0.7323,0.7323
19.0769,-16.0030,0.7007,0.7007
19.0769,-15.9072,0.6775,0.6775
19.0769,-15.8113,0.6633,0.6633
19.1727,-15.7155,0.7544,0.7544
19.1727,-15.6196,0.7544,0.7544
19.1727,-15.5238,0.7544,0.7544
19.1727,-15.4279,0.7544,0.7544
19.1727,-15.3321,0.7544,0.7544
19.1727,-15.2362,0.7544,0.7544
19.1727,-15.1404,0.7323,0.7323
19.1727,-15.0445,0.7007,0.7007
19.1727,-14.9487,0.6775,0.6775
19.2686,-14.8528,0.7544,0.7544
19.2686,-14.7570,0.7544,0.7544
19.2686,-14.6611,0.7544,0.7544
19.2686,-14.5653,0.7544,0.7544
19.2686,-14.4694,0.7544,0.7544
19.2686,-14.3736,0.7544,0.7544
19.2686,-14.2777,0.7323,0.7323
19.2686,-14.1819,0.7007,0.7007
19.2686,-14.0860,0.6775,0.6775
19.2686,-13.9902,0.6633,0.6633
19.3644,-13.8943,0.7544,0.7544
19.3644,-13.7985,0.7544,0.7544
19.3644,-13.7026,0.7544,0.7544
19.3644,-13.6068,0.7544,0.7544
19.3644,-13.5109,0.7544,0.7544
19.3644,-13.4151,0.7544,0.7544
19.3644,-13.3192,0.7323,0.7323
19.3644,-13.2234,0.7007,0.7007
19.3644,-13.1275,0.6775,0.6775
19.3644,-13.0317,0.6633,0.6633
19.4603,-12.9358,0.7544,0.7544
19.4603,-12.8400,0.7544,0.7544
19.4603,-12.7441,0.7544,0.7544
19.4603,-12.6483,0.7544,0.7544
19.4603,-12.5524,0.7544,0.7544
19.4603,-12.4566,0.7544,0.7544
19.4603,-12.3607,0.7323,0.7323
19.4603,-12.2649,0.7007,0.7007
19.4603,-12.1690,0.6775,0.6775
19.4603,-12.0732,0.6633,0.6633
19.5561,-11.9773,0.7544,0.7544
19.5561,-11.8815,0.7544,0.7544
19.5561,-11.7856,0.7544,0.7544
19.5561,-11.6898,0.7544,0.7544
19.5561,-11.5939,0.7544,0.7544
19.5561,-11.4981,0.7544,0.7544
19.5561,-11.4022,0.7323,0.7323
19.5561,-11.3064,0.7007,0.7007
19.5561,-11.2105,0.6775,0.6775
19.5561,-11.1147,0.6633,0.6633
19.6520,-11.0188,0.7544,0.7544
19.6520,-10.9230,0.7544,0.7544
19.6520,-10.8271,0.7544,0.7544
19.6520,-10.7313,0.7544,0.7544
19.6520,-10.6354,0.7544,0.7544
19.6520,-10.5396,0.7544,0.7544
19.6520,-10.4437,0.7323,0.7323
19.6520,-10.3479,0.7007,0.7007
19.6520,-10.2520,0.6775,0.6775
19.6520,-10.1562,0.6633,0.6633
19.7478,-10.0603,0.7544,0.7544
19.7478,-9.9645,0.7544,0.7544
19.7478,-9.8686,0.7544,0.7544
19.7478,-9.7728,0.7544,0.7544
19.7478,-9.6769,0.7544,0.7544
19.7478,-9.5811,0.7544,0.7544
19.7478,-9.4852,0.7323,0.7323
19.7478,-9.3894,0.7007,0.7007
19.7478,-9.2935,0.6775,0.6775
19.7478,-9.1977,0.6633,0.6633
19.8437,-9.1018,0.7544,0.7544
19.8437,-9.0060,0.7544,0.7544
19.8437,-8.9101,0.7544,0.7544
19.8437,-8.8143,0.7544,0.7544
19.8437,-8.7184,0.7544,0.7544
19.8437,-8.6226,0.7544,0.7544
19.8437,-8.5267,0.7323,0.7323
19.8437,-8.4309,0.7007,0.7007
19.8437,-8.3350,0.6775,0.6775
19.8437,-8.2392,0.6633,0.6633
19.9395,-8.1433,0.7544,0.7544
19.9395,-8.0475,0.7544,0.7544
19.9395,-7.9516,0.7544,0.7544
19.9395,-7.8558,0.7544,0.7544
19.9395,-7.7599,0.7544,0.7544
19.9395,-7.6641,0.7544,0.7544
19.9395,-7.5682,0.7323,0.7323
19.9395,-7.4724,0.7007,0.7007
19.9395,-7.3765,0.6775,0.6775
19.9395,-7.2807,0.6633,0.6633
20.0354,-7.1848,0.7544,0.7544
20.0354,-7.0890,0.7544,0.7544
20.0354,-6.9931,0.7544,0.7544
20.0354,-6.8973,0.7544,0.7544
20.0354,-6.8014,0.7544,0.7544
20.0354,-6.7056,0.7544,0.7544
20.0354,-6.6097,0.7323,0.7323
20.0354,-6.5139,0.7007,0.7007
20.0354,-6.4180,0.6775,0.6775
20.0354,-6.3222,0.6633,0.6633
20.1312,-6.2263,0.7544,0.7544
20.1312,-6.1305,0.7544,0.7544
20.1312,-6.0346,0.7544,0.7544
20.1312,-5.9388,0.7544,0.7544
20.1312,-5.8429,0.7544,0.7544
20.1312,-5.7471,0.7544,0.7544
20.1312,-5.6512,0.7323,0.7323
20.1312,-5.5554,0.7007,0.7007
20.1312,-5.4595,0.6775,0.6775
20.1312,-5.3637,0.6633,0.6633
20.2271,-5.2678,0.7544,0.7544
20.2271,-5.1720,0.7544,0.7544
20.2271,-5.0761,0.7544,0.7544
20.2271,-4.9803,0.7544,0.7544
20.2271,-4.8844,0.7544,0.7544
20.2271,-4.7886,0.7544,0.7544
20.2271,-4.6927,0.7323,0.7323
20.2271,-4.5969,0.7007,0.7007
20.2271,-4.5010,0.6775,0.6775
20.2271,-4.4052,0.6633,0.6633
20.3229,-4.3093,0.7544,0.7544
20.3229,-4.2135,0.7544,0.7544
20.3229,-4.1176,0.7544,0.7544
20.3229,-4.0218,0.7544,0.7544
20.3229,-3.9259,0.7544,0.7544
20.3229,-3.8301,0.7544,0.7544
20.3229,-3.7342,0.7323,0.7323
20.3229,-3.6384,0.7007,0.7007
20.3229,-3.5425,0.6775,0.6775
20.3229,-3.4467,0.6633,0.6633
20.4188,-3.3508,0.7544,0.7544
20.4188,-3.2550,0.7544,0.7544
20.4188,-3.1591,0.7544,0.7544
20.4188,-3.0633,0.7544,0.7544
20.4188,-2.9674,0.7544,0.7544
20.4188,-2.8716,0.7544,0.7544
20.4188,-2.7757,0.7323,0.7323
20.4188,-2.6799,0.7007,0.7007
20.4188,-2.5840,0.6775,0.6775
20.4188,-2.4882,0.6633,0.6633
20.5146,-2.3923,0.7544,0.7544
20.5146,-2.2965,0.7544,0.7544
20.5146,-2.2006,0.7544,0.7544
20.5146,-2.1048,0.7544,0.7544
20.5146,-2.0089,0.7544,0.7544
20.5146,-1.9131,0.7544,0.7544
20.5146,-1.8172,0.7323,0.7323
20.5146,-1.7214,0.7007,0.7007
20.5146,-1.6255,0.6775,0.6775
20.5146,-1.5297,0.6633,0.6633
20.6105,-1.4338,0.7544,0.7544
20.6105,-1.3380,0.7544,0.7544
20.6105,-1.2421,0.7544,0.7544
20.6105,-1.1463,0.7544,0.7544
20.6105,-1.0504,0.7544,0.7544
20.6105,-0.9546,0.7544,0.7544
20.6105,-0.8587,0.7323,0.7323
20.6105,-0.7629,0.7007,0.7007
20.6105,-0.6670,0.6775,0.6775
20.6105,-0.5712,0.6633,0.6633
20.7063,-0.4753,0.7544,0.7544
20.7063,-0.3795,0.7544,0.7544
20.7063,-0.2836,0.7544,0.7544
20.7063,-0.1878,0.7544,0.7544
20.7063,-0.0919,0.7544,0.7544
20.7063,0.0039,0.7544,0.7544
20.7063,0.0998,0.7323,0.7323
20.7063,0.1956,0.7007,0.7007
20.7063,0.2915,0.6775,0.6775
20.7063,0.3873,0.6633,0.6633
20.8022,0.4832,0.7544,0.7544
20.8022,0.5790,0.7544,0.7544
20.8022,0.6749,0.7544,0.7544
20.8022,0.7707,0.7544,0.7544
20.8022,0.8666,0.7544,0.7544
20.8022,0.9624,0.7544,0.7544
20.8022,1.0583,0.7323,0.7323
20.8022,1.1541,0.7007,0.7007
20.8022,1.2500,0.6775,0.6775
20.8022,1.3458,0.6633,0.6633
20.8980,1.4417,0.7544,0.7544
20.8980,1.5375,0.7544,0.7544
20.8980,1.6334,0.7544,0.7544
20.8980,1.7292,0.7544,0.7544
20.8980,1.8251,0.7544,0.7544
20.8980,1.9209,0.7544,0.7544
20.8980,2.0168,0.7323,0.7323
20.8980,2.1126,0.7007,0.7007
20.8980,2.2085,0.6775,0.6775
20.8980,2.3043,0.6633,0.6633
20.9939,2.4002,0.7544,0.7544
20.9939,2.4960,0.7544,0.7544
20.9939,2.5919,0.7544,0.7544
20.9939,2.6877,0.7544,0.7544
20.9939,2.7836,0.7544,0.7544
20.9939,2.8794,0.7544,0.7544
20.9939,2.9753,0.7323,0.7323
20.9939,3.0711,0.7007,0.7007
20.9939,3.1670,0.6775,0.6775
20.9939,3.2628,0.6633,0.6633
21.0897,3.3587,0.7544,0.7544
21.0897,3.4545,0.7544,0.7544
21.0897,3.5504,0.7544,0.7544
21.0897,3.6462,0.7544,0.7544
21.0897,3.7421,0.7544,0.7544
21.0897,3.8379,0.7544,0.7544
21.0897,3.9338,0.7323,0.7323
21.0897,4.0296,0.7007,0.7007
21.0897,4.1255,0.6775,0.6775
21.0897,4.2213,0.6633,0.6633
21.1856,4.3172,0.7544,0.7544
21.1856,4.4130,0.7544,0.7544
21.1856,4.5089,0.7544,0.7544
21.1856,4.6047,0.7544,0.7544
21.1856,4.7006,0.7544,0.7544
21.1856,4.7964,0.7544,0.7544
21.1856,4.8923,0.7323,0.7323
21.1856,4.9881,0.7007,0.7007
21.1856,5.0840,0.6775,0.6775
21.2814,5.1798,0.7544,0.7544
21.2814,5.2757,0.7544,0.7544
21.2814,5.3715,0.7544,0.7544
21.2814,5.4674,0.7544,0.7544
21.2814,5.5632,0.7544,0.7544
21.2814,5.6591,0.7544,0.7544
21.2814,5.7549,0.7323,0.7323
21.2814,5.8508,0.7007,0.7007
21.2814,5.9466,0.6775,0.6775
21.2814,6.0425,0.6633,0.6633
21.3773,6.1383,0.7544,0.7544
21.3773,6.2342,0.7544,0.7544
21.3773,6.3300,0.7544,0.7544
21.3773,6.4259,0.7544,0.7544
21.3773,6.5217,0.7544,0.7544
21.3773,6.6176,0.7544,0.7544
21.3773,6.7134,0.7323,0.7323
21.3773,6.8093,0.7007,0.7007
21.3773,6.9051,0.6775,0.6775
21.3773,7.0010,0.6633,0.6633
21.4731,7.0968,0.7544,0.7544
21.4731,7.1927,0.7544,0.7544
21.4731,7.2885,0.7544,0.7544
21.4731,7.3844,0.7544,0.7544
21.4731,7.4802,0.7544,0.7544
21.4731,7.5761,0.7544,0.7544
21.4731,7.6719,0.7323,0.7323
21.4731,7.7678,0.7007,0.7007
21.4731,7.8636,0.6775,0.6775
21.4731,7.9595,0.6633,0.6633
21.5690,8.0553,0.7544,0.7544
21.5690,8.1512,0.7544,0.7544
21.5690,8.2470,0.7544,0.7544
21.5690,8.3429,0.7544,0.7544
21.5690,8.4387,0.7544,0.7544
21.5690,8.5346,0.7544,0.7544
21.5690,8.6304,0.7323,0.7323
21.5690,8.7263,0.7007,0.7007
21.5690,8.8221,0.6775,0.6775
21.5690,8.9180,0.6633,0.6633
21.5690,9.0138,0.6585,0.6585
21.6648,9.1097,0.7544,0.7544
21.6648,9.2055,0.7544,0.7544
21.6648,9.3014,0.7544,0.7544
21.6648,9.3972,0.7544,0.7544
21.6648,9.4931,0.7544,0.7544
21.6648,9.5889,0.7544,0.7544
21.6648,9.6848,0.7323,0.7323
21.6648,9.7806,0.7007,0.7007
21.6648,9.8765,0.6775,0.6775
21.6648,9.9723,0.6633,0.6633
21.7607,10.0682,0.7544,0.7544
21.7607,10.1640,0.7544,0.7544
21.7607,10.2599,0.7544,0.7544
21.7607,10.3557,0.7544,0.7544
21.7607,10.4516,0.7544,0.7544
21.7607,10.5474,0.7544,0.7544
21.7607,10.6433,0.7323,0.7323
21.7607,10.7391,0.7007,0.7007
21.7607,10.8350,0.6775,0.6775
21.7607,10.9308,0.6633,0.6633
21.8565,11.0267,0.7544,0.7544
21.8565,11.1225,0.7544,0.7544
21.8565,11.2184,0.7544,0.7544
21.8565,11.3142,0.7544,0.7544
21.8565,11.4101,0.7544,0.7544
21.8565,11.5059,0.7544,0.7544
21.8565,11.6018,0.7323,0.7323
21.8565,11.6976,0.7007,0.7007
21.8565,11.7935,0.6775,0.6775
21.8565,11.8893,0.6633,0.6633
21.9524,11.9852,0.7544,0.7544
21.9524,12.0810,0.7544,0.7544
21.9524,12.1769,0.7544,0.7544
21.9524,12.2727,0.7544,0.7544
21.9524,12.3686,0.7544,0.7544
21.9524,12.4644,0.7544,0.7544
21.9524,12.5603,0.7323,0.7323
21.9524,12.6561,0.7007,0.7007
21.9524,12.7520,0.6775,0.6775
21.9524,12.8478,0.6633,0.6633
22.0482,12.9437,0.7544,0.7544
22.0482,13.0395,0.7544,0.7544
22.0482,13.1354,0.7544,0.7544
22.0482,13.2312,0.7544,0.7544
22.0482,13.3271,0.7544,0.7544
22.0482,13.4229,0.7544,0.7544
22.0482,13.5188,0.7323,0.7323
22.0482,13.6146,0.7007,0.7007
